,Instrument,Company Name,TRBC Business Sector Name,Company Market Cap,Credit Combined PD (%),Return On Assets - Actual,Total Debt to Common Equity,Price Momentum T12M Volatility
1440,MLI.N,Mueller Industries Inc,Industrial Goods,5145152861.2,0.02158,,0.00113,7.307318
1441,MWA.N,Mueller Water Products Inc,Industrial Goods,2163713151.6,0.110922,,0.62881,8.59029
1442,MPLN.N,Multiplan Corp,Industrial & Commercial Services,811857818.75,2.735933,-7.35,2.65568,17.851469
1443,MUR.N,Murphy Oil Corp,Energy - Fossil Fuels,6036810350.28,0.135366,8.55,0.36598,12.072803
1444,MUSA.N,Murphy Usa Inc,Energy - Fossil Fuels,8034419675.91,0.077947,16.469,2.8202,5.095785
1445,MYRG.OQ,MYR Group Inc,Industrial & Commercial Services,2322625226.0,0.060294,,0.07853,9.146439
1446,MYGN.OQ,Myriad Genetics Inc,Healthcare Services & Equipment,1759190469.87,0.360646,-7.679,0.0,14.315662
1447,NABL.N,N-Able Inc,Software & IT Services,2456714350.79,0.069503,5.79,0.52485,8.030002
1448,NBR.N,Nabors Industries Ltd,Energy - Fossil Fuels,753968062.14,0.556644,-6.83,7.01881,19.790858
1449,NNOX.OQ,Nano-X Imaging Ltd,Healthcare Services & Equipment,330229471.0,0.090109,,0.01607,34.723019
1450,NSSC.OQ,NAPCO Security Technologies Inc,Technology Equipment,1203852975.78,0.025601,,0.0,18.601019
1451,NDAQ.OQ,Nasdaq Inc,Banking & Investment Services,32846592970.1,0.058252,6.459,0.87774,5.078377
1452,NTRA.OQ,Natera Inc,Healthcare Services & Equipment,7316036282.32,0.07939,-41.64,0.51294,15.205415
1453,NBHC.N,National Bank Holdings Corp,Banking & Investment Services,1324660721.04,0.091759,0.91,0.42035,9.42723
1454,NSA.N,National Storage Affiliates Trust,Real Estate,3173672502.4,0.35726,,2.49598,8.705556
1455,EYE.OQ,National Vision Holdings Inc,Retailers,1620466769.49,0.346485,2.28,0.6298,29.828001
1456,NWLI.OQ,National Western Life Group Inc,Insurance,1757397546.6,0.091983,,0.0,12.387754
1457,FIZZ.OQ,National Beverage Corp,Food & Beverages,4691117631.58,0.026071,,0.0,6.764063
1458,NFG.N,National Fuel Gas Co,Utilities,4626374643.44,0.097496,5.9,0.90167,5.079422
1459,NHI.N,National Health Investors Inc,Real Estate,2456562902.19,0.233001,5.7,0.90339,5.480785
1460,NAVI.OQ,Navient Corp,Banking & Investment Services,2036331296.12,0.506727,0.61,22.47094,11.265725
1461,NVTS.OQ,Navitas Semiconductor Corp,Technology Equipment,1169098063.7,0.125045,-10.39,0.0,16.027886
1462,NBTB.OQ,NBT Bancorp Inc,Banking & Investment Services,1871271874.32,0.1372,1.29,0.67142,8.812313
1463,NCNO.OQ,nCino Inc,Software & IT Services,3968709428.64,0.064449,-1.48,0.08337,13.604011
1464,VYX.N,NCR Voyix Corp,Software & IT Services,2129296000.0,0.682927,3.109,3.83649,10.039056
1465,NNI.N,Nelnet Inc,Banking & Investment Services,3099351245.76,0.323423,2.06,4.57561,3.884074
1466,NGMS.OQ,NeoGames SA,Software & IT Services,943038279.72,0.166386,-6.589,1.51859,18.12857
1467,NEOG.OQ,Neogen Corp,Healthcare Services & Equipment,3936338981.28,0.165706,,0.28251,14.825952
1468,NEO.OQ,Neogenomics Inc,Healthcare Services & Equipment,2016509272.4,0.329432,,0.53645,17.979638
1469,NRDS.OQ,NerdWallet Inc,Banking & Investment Services,1087828965.1,0.125633,,0.0,26.53664
1470,NRDY.N,Nerdy Inc,Software & IT Services,526946376.97,0.093765,-26.99,,17.367201
1471,NPWR.N,NET Power Inc,Industrial Goods,2068864402.85,0.620714,,0.0,13.076373
1472,NTAP.OQ,NetApp Inc,Technology Equipment,17856710843.49,0.059354,12.4,2.06126,7.385787
1473,NFLX.OQ,Netflix Inc,Software & IT Services,215408425895.04,0.060331,9.64,0.6908,13.535636
1474,NTGR.OQ,NETGEAR Inc,Technology Equipment,413926200.9,0.094066,,,12.38692
1475,NTCT.OQ,Netscout Systems Inc,Software & IT Services,1571854273.92,0.076822,,0.04927,8.603408
1476,NTST.N,Netstreit Corp,Real Estate,1277155735.57,0.322358,,0.47118,6.654292
1477,NBIX.OQ,Neurocrine Biosciences Inc,Pharmaceuticals & Medical Research,12972201393.69,0.022799,27.829,0.09919,7.739953
1478,NVRO.N,Nevro Corp,Healthcare Services & Equipment,666181108.0,0.263642,0.51,0.57697,17.612491
1479,NFE.OQ,New Fortress Energy Inc,Utilities,7342174648.86,0.441128,,3.53327,14.231582
1480,NJR.N,New Jersey Resources Corp,Utilities,4197984662.34,0.120649,4.089,1.57543,4.072443
1481,NYT.N,New York Times Co,Cyclical Consumer Services,8080609112.45,0.016311,8.66,0.0,7.337642
1482,NWL.OQ,Newell Brands Inc,Cyclical Consumer Products,3516558000.0,0.737777,4.75,1.52799,18.011591
1483,NMRK.OQ,Newmark Group Inc,Real Estate,1675133701.2,0.714156,,0.58001,15.607246
1484,NEU.N,NewMarket Corp,Chemicals,5462645911.11,0.053905,,1.34951,4.325281
1485,NEM.N,Newmont Corporation,Mineral Resources,43379792104.8,0.128204,3.71,0.31683,8.663125
1486,NR.N,Newpark Resources Inc,Energy - Fossil Fuels,536055426.9,0.150533,,0.26976,11.556183
1487,NWSA.OQ,News Corp,Cyclical Consumer Services,14077121592.76,0.126368,1.66,0.40923,7.639452
1488,NWS.OQ,News Corp,Cyclical Consumer Services,14077121592.76,,1.66,0.40923,7.639452
1489,NEWT.OQ,NewtekOne Inc,Banking & Investment Services,315250234.99,0.462535,5.049,1.43683,23.578708
1490,NXRT.N,NexPoint Residential Trust Inc,Real Estate,843914668.31,0.867845,-0.4,3.20877,12.679474
1491,NXST.OQ,Nexstar Media Group Inc,Cyclical Consumer Services,5830027169.12,0.42369,7.49,2.54444,11.509069
1492,NEXT.OQ,NextDecade Corp,Energy - Fossil Fuels,1193121426.45,1.090393,,,26.209811
1493,KIND.N,Nextdoor Holdings Inc,Software & IT Services,627758384.09,0.075253,,0.0,19.037343
1494,NEE.N,Nextera Energy Inc,Utilities,125236240510.64,0.167376,3.83,1.6613,7.83942
1495,NXT.OQ,Nextracker Inc,Renewable Energy,6093476602.2,0.107437,12.56,,12.405911
1496,NIC.N,Nicolet Bankshares Inc,Banking & Investment Services,1143249363.6,0.107808,1.149,0.55766,12.379776
1497,NKE.N,Nike Inc,Cyclical Consumer Products,159178724464.08,0.053262,13.02,0.63789,7.284274
1498,NKLA.OQ,Nikola Corp,Automobiles & Auto Parts,810343125.2,1.967673,-44.13,0.6738,45.186429
1499,NI.N,NiSource Inc,Utilities,11054728892.34,0.185932,1.66,1.87688,3.14333
1500,LASR.OQ,nLIGHT Inc,Technology Equipment,617657195.61,0.052837,,0.0,19.999349
1501,NMIH.OQ,NMI Holdings Inc,Insurance,2398366928.52,0.074926,11.74,0.24543,7.550703
1502,NNN.N,NNN REIT Inc,Real Estate,7917916441.4,0.245811,,0.94969,5.99609
1503,NE.N,Noble Corporation PLC,Energy - Fossil Fuels,6299625312.5,0.094751,3.41,0.18651,11.970745
1504,NAT.N,Nordic American Tankers Ltd,Energy - Fossil Fuels,931232140.24,0.189589,,0.56675,10.740242
1505,NDSN.OQ,Nordson Corp,Industrial Goods,14346372462.12,0.06061,11.47,0.67498,7.363616
1506,JWN.N,Nordstrom Inc,Retailers,2947963502.72,0.463825,3.109,3.86468,19.43132
1507,NSC.N,Norfolk Southern Corp,Transportation,51905072743.02,0.088319,8.449,1.19233,7.409795
1508,NTRS.OQ,Northern Trust Corp,Banking & Investment Services,17351718169.7,0.332813,0.76,1.43107,11.321909
1509,NOG.N,Northern Oil and Gas Inc,Energy - Fossil Fuels,3614254662.48,0.350927,34.899,2.04682,14.526346
1510,NOC.N,Northrop Grumman Corp,Industrial Goods,72543306413.4,0.093476,9.21,0.84097,6.082665
1511,NWBI.OQ,Northwest Bancshares Inc,Banking & Investment Services,1550674387.6,0.188504,0.93,0.61973,8.389482
1512,NWN.N,Northwest Natural Holding Co,Utilities,1413388954.53,0.134222,,1.35699,3.469855
1513,NWE.OQ,NorthWestern Corp,Utilities,3043126806.22,0.332018,2.54,0.98709,3.569902
1514,NOV.N,Nov Inc,Energy - Fossil Fuels,7870661380.08,0.090448,1.569,0.3856,13.448619
1515,NOVT.OQ,Novanta Inc,Technology Equipment,5575316505.3,0.099226,,0.76315,11.803042
1516,NVAX.OQ,Novavax Inc,Pharmaceuticals & Medical Research,544059216.76,4.125504,-27.21,,22.748503
1517,NVCR.OQ,Novocure Ltd,Healthcare Services & Equipment,1430870303.07,0.789577,-7.939,1.28184,26.657691
1518,DNOW.N,NOW Inc,Industrial Goods,1060121655.23,0.051465,,0.01306,13.028928
1519,NRG.N,NRG Energy Inc,Utilities,11450772193.92,0.462521,4.669,2.10005,7.074964
1520,NCLH.N,Norwegian Cruise Line Holdings Ltd,Cyclical Consumer Services,7125867644.5,1.650198,-10.439,198.59063,20.511165
1521,NU.N,Nu Holdings Ltd,Banking & Investment Services,43916623113.62,0.305732,0.82,,13.681538
1522,NUS.N,NU Skin Enterprises Inc,Personal & Household Products & Services,895295936.16,0.212686,,0.46206,10.862189
1523,NUE.N,Nucor Corp,Mineral Resources,41519748541.11,0.067731,26.1,0.36337,8.422675
1524,SMR.N,Nuscale Power Corp,Utilities,543630261.1,2.374107,,0.0,30.922015
1525,NTNX.OQ,Nutanix Inc,Software & IT Services,12209718605.76,0.101213,6.91,,9.302639
1526,NUVL.OQ,Nuvalent Inc,Pharmaceuticals & Medical Research,4679720698.4,0.037531,-21.089,,13.599005
1527,NVEE.OQ,NV5 Global Inc,Industrial & Commercial Services,1652700569.89,0.108822,,0.07901,11.159644
1528,NVEC.OQ,NVE Corp,Technology Equipment,355206639.49,0.009405,,,8.158168
1529,NVT.N,nVent Electric PLC,Industrial Goods,9334198093.04,0.10258,8.44,0.39653,9.002887
1530,NVDA.OQ,NVIDIA Corp,Technology Equipment,1351337000000.0,0.020239,19.6,0.49559,12.486089
1531,NVR.N,NVR Inc,Cyclical Consumer Products,22917309367.0,0.036425,30.019,0.26516,4.38027
1532,NXPI.OQ,NXP Semiconductors NV,Technology Equipment,53900883872.11,0.098688,17.12,1.50168,8.879754
1533,NYCB.N,New York Community Bancorp Inc,Banking & Investment Services,7224881130.0,0.264245,0.81,2.56363,16.703952
1534,NYMT.OQ,New York Mortgage Trust Inc,Real Estate,766273276.6,1.547454,-5.73,2.74793,10.571321
1535,OI.N,O-I Glass Inc,Applied Resources,2381252885.37,0.540224,4.089,3.32816,9.041196
1536,OXY.N,Occidental Petroleum Corp,Energy - Fossil Fuels,50952356227.48,0.213771,12.78,0.97599,6.5573
1537,OII.N,Oceaneering International Inc,Energy - Fossil Fuels,1984291502.9,0.124424,1.56,1.3487,13.705462
1538,OCFC.OQ,OceanFirst Financial Corp,Banking & Investment Services,995930636.44,0.360187,1.11,0.93122,16.377899
1539,OCUL.OQ,Ocular Therapeutix Inc,Pharmaceuticals & Medical Research,483280119.89,0.509192,,1.5265,27.611744
1540,ODP.OQ,ODP Corp,Retailers,1927213753.24,0.081956,,0.14608,7.393252
1541,OPI.OQ,Office Properties Income Trust,Real Estate,180396778.2,6.431505,,1.75484,24.836661
1542,OFG.N,OFG Bancorp,Banking & Investment Services,1695492750.18,0.085076,1.64,0.02593,8.496679
1543,OGE.N,OGE Energy Corp,Utilities,6879870953.4,0.100878,5.29,1.03063,4.354259
1544,OIS.N,Oil States International Inc,Energy - Fossil Fuels,389723973.6,0.195499,,0.22173,11.327483
1545,OKTA.OQ,Okta Inc,Software & IT Services,13854281094.99,0.077039,-0.3,0.40121,11.403549
1546,OLPX.OQ,Olaplex Holdings Inc,Personal & Household Products & Services,1486244028.04,0.338318,19.14,0.84867,25.146136
1547,ODFL.OQ,Old Dominion Freight Line Inc,Transportation,42431026630.98,0.023122,28.51,0.02737,8.228488
1548,ONB.OQ,Old National Bancorp,Banking & Investment Services,4798984400.0,0.123185,1.52,1.14493,11.046699
1549,ORI.N,Old Republic International Corp,Insurance,8332825333.16,0.039317,,0.25899,5.467663
1550,OLMA.OQ,Olema Pharmaceuticals Inc,Pharmaceuticals & Medical Research,635329680.0,0.10317,-40.969,,23.397142
1551,OLN.N,Olin Corp,Chemicals,6343167140.72,0.455503,16.129,1.01459,10.286403
1552,OLLI.OQ,Ollie's Bargain Outlet Holdings Inc,Retailers,4416165902.4,0.032251,5.07,0.00095,9.073343
1553,OLO.N,Olo Inc,Software & IT Services,824177726.6,0.043374,1.819,,14.740244
1554,ZEUS.OQ,Olympic Steel Inc,Mineral Resources,706471115.32,0.204086,,0.3242,10.288489
1555,OHI.N,Omega Healthcare Investors Inc,Real Estate,7506603566.96,0.228335,4.48,1.46475,4.080942
1556,OABI.OQ,OmniAb Inc,Pharmaceuticals & Medical Research,723001516.92,0.106477,-6.16,,12.693228
1557,OMCL.OQ,Omnicell Inc,Healthcare Services & Equipment,1553688577.92,0.240351,6.259,0.50133,15.165222
1558,OMC.N,Omnicom Group Inc,Cyclical Consumer Services,17568636929.2,0.097388,5.179,1.72015,8.525184
1559,ONON.N,On Holding AG,Cyclical Consumer Products,8914003048.32,0.059931,6.91,0.17535,14.787123
1560,ON.OQ,ON Semiconductor Corp,Technology Equipment,31643351716.89,0.106305,21.73,0.52205,14.235267
1561,OGS.N,ONE Gas Inc,Utilities,3371606240.0,0.238705,,1.25152,4.349501
1562,OMF.N,OneMain Holdings Inc,Banking & Investment Services,5778179639.18,0.558881,4.08,6.03533,14.160553
1563,OKE.N,ONEOK Inc,Energy - Fossil Fuels,41157209357.1,0.213412,7.169,2.10091,8.617211
1564,OSPN.OQ,OneSpan Inc,Software & IT Services,414828294.4,0.117714,,0.0,17.378189
1565,OSW.OQ,Onespaworld Holdings Ltd,Cyclical Consumer Services,1351294029.85,0.064788,,0.58169,7.903559
1566,ONTO.N,Onto Innovation Inc,Technology Equipment,7078951620.39,0.024075,15.949,,6.367776
1567,LPRO.OQ,Open Lending Corp,Industrial & Commercial Services,900548102.24,0.21169,19.079,0.69275,19.888913
1568,OPEN.OQ,Opendoor Technologies Inc,Real Estate,2351809476.9,1.255584,-15.529,4.93094,30.498103
1569,KAR.N,Openlane Inc,Retailers,1518739519.48,0.280788,1.05,0.32721,7.731328
1570,OPK.OQ,OPKO Health Inc,Healthcare Services & Equipment,756049289.274,1.374273,,0.17031,20.600145
1571,OPCH.OQ,Option Care Health Inc,Healthcare Services & Equipment,5650464194.1,0.105753,4.839,0.76777,8.069956
1572,ORCL.N,Oracle Corp,Software & IT Services,293035085200.0,0.13819,11.63,84.32526,9.570837
1573,OSUR.OQ,OraSure Technologies Inc,Healthcare Services & Equipment,595222603.2,0.046044,-3.96,0.00462,15.406629
1574,ORC.N,Orchid Island Capital Inc,Real Estate,456071492.8,0.631948,,7.69993,10.619578
1575,ORLY.OQ,O'Reilly Automotive Inc,Retailers,56385102505.5,0.043155,17.85,,5.135747
1576,OGN.N,Organon & Co,Pharmaceuticals & Medical Research,4281408221.75,0.501743,11.869,,20.562417
1577,ORIC.OQ,Oric Pharmaceuticals Inc,Pharmaceuticals & Medical Research,469141094.0,0.080338,-32.659,,21.932835
1578,OBK.N,Origin Bancorp Inc,Banking & Investment Services,1021466963.8,0.165148,1.0,0.888,9.674948
1579,OEC.N,Orion SA,Chemicals,1377387442.2,0.282194,6.82,2.16587,7.332703
1580,ORA.N,Ormat Technologies Inc,Utilities,4221768035.9,0.272368,2.04,0.95769,8.078454
1581,OFIX.OQ,Orthofix Medical Inc,Healthcare Services & Equipment,501727685.55,0.480731,,0.05905,17.16246
1582,KIDS.OQ,OrthoPediatrics Corp,Healthcare Services & Equipment,669357280.64,0.094467,,0.0024,13.71609
1583,OSCR.N,Oscar Health Inc,Insurance,2588973938.45,0.171666,-15.449,0.33469,36.051046
1584,OSK.N,Oshkosh Corp,Industrial Goods,6901124566.5,0.078264,3.169,0.19879,8.980915
1585,OSIS.OQ,OSI Systems Inc,Technology Equipment,2112608031.12,0.057002,,0.49516,6.588637
1586,OTIS.N,Otis Worldwide Corp,Industrial Goods,35282203130.83,0.03802,12.15,,4.482107
1587,OTTR.OQ,Otter Tail Corp,Utilities,3462390348.21,0.109388,,0.68349,8.154554
1588,OUT.N,OUTFRONT Media Inc,Real Estate,2343703837.2,2.561353,2.48,2.16746,18.622622
1589,OM.OQ,Outset Medical Inc,Healthcare Services & Equipment,224665450.75,0.808583,,0.42536,41.954057
1590,OMI.N,Owens & Minor Inc,Healthcare Services & Equipment,1484885244.63,0.489532,2.57,2.64474,21.566791
1591,OC.N,Owens Corning,Cyclical Consumer Products,13261920934.32,0.071716,12.119,0.66033,8.960601
1592,OXM.N,Oxford Industries Inc,Cyclical Consumer Products,1494384181.44,0.071671,,0.22653,7.083363
1593,PX.N,P10 Inc,Banking & Investment Services,1017523829.4,0.148371,13.029,0.76271,10.228904
1594,PACB.OQ,Pacific Biosciences of California Inc,Healthcare Services & Equipment,1794548481.77,0.679614,-16.649,1.59704,20.895198
1595,PCAR.OQ,Paccar Inc,Industrial Goods,49195282940.1,0.03286,9.63,0.87143,6.23917
1596,PCRX.OQ,Pacira Biosciences Inc,Pharmaceuticals & Medical Research,1496455011.4,0.098226,6.429,0.88963,7.802633
1597,PKG.N,Packaging Corp of America,Applied Resources,14891973189.52,0.09131,13.029,0.678,6.889119
1598,PGY.OQ,Pagaya Technologies Ltd,Financial Technology (Fintech) & Infrastructure,745552020.15,0.339641,,0.27936,26.309013
1599,PD.N,PagerDuty Inc,Software & IT Services,2410335606.06,0.082738,0.46,1.18891,11.343216
1600,PAGS.N,PagSeguro Digital Ltd,Industrial & Commercial Services,4120102825.0,0.04979,4.179,0.0,16.750199
1601,PLTR.N,Palantir Technologies Inc,Software & IT Services,36452738024.44,0.023896,2.66,0.0,21.648383
1602,PANW.OQ,Palo Alto Networks Inc,Software & IT Services,102548172000.0,0.027512,10.759,1.13904,10.919428
1603,PLMR.OQ,Palomar Holdings Inc,Insurance,1551147136.0,0.066073,25.649,0.09461,7.209383
1604,PZZA.OQ,Papa John's International Inc,Cyclical Consumer Services,2354818631.62,0.113355,11.99,,10.084221
1605,PARR.N,Par Pacific Holdings Inc,Energy - Fossil Fuels,2100548820.16,0.193663,16.23,0.79689,12.326285
1606,PAR.N,PAR Technology Corp,Technology Equipment,1124220734.48,0.374392,,1.03731,12.054055
1607,FNA.N,Paragon 28 Inc,Healthcare Services & Equipment,889037975.25,0.309135,,0.30448,15.271874
1608,PARA.OQ,Paramount Global,Cyclical Consumer Services,8879842038.29,0.805922,2.0,0.68788,17.249787
1609,PGRE.N,Paramount Group Inc,Real Estate,1056338044.02,0.835068,,1.06904,13.600385
1610,PK.N,Park Hotels & Resorts Inc,Real Estate,3357639746.76,0.38357,1.66,1.06407,11.661943
1611,PRK.N,Park National Corp,Banking & Investment Services,2053884083.76,0.148084,1.48,0.38907,9.027096
1612,PH.N,Parker-Hannifin Corp,Industrial Goods,59139991303.68,0.065981,10.009,1.22637,8.334907
1613,PSN.N,Parsons Corp,Industrial Goods,6840856471.14,0.036568,,0.36583,6.495987
1614,CASH.OQ,Pathward Financial Inc,Banking & Investment Services,1332199369.38,0.078305,2.259,0.07288,7.456416
1615,PAX.OQ,Patria Investments Ltd,Banking & Investment Services,2180815427.98,0.015345,16.929,0.02911,5.991508
1616,PATK.OQ,Patrick Industries Inc,Cyclical Consumer Products,2162525408.8,0.264008,12.15,1.3439,9.787111
1617,PDCO.OQ,Patterson Companies Inc,Healthcare Services & Equipment,2745545430.0,0.055882,8.41,0.47625,11.103377
1618,PTEN.OQ,Patterson-UTI Energy Inc,Energy - Fossil Fuels,4289673999.64,0.203324,5.139,0.4989,14.315629
1619,PAYX.OQ,Paychex Inc,Industrial & Commercial Services,43077869008.72,0.018628,10.07,0.23142,5.456414
1620,PAYC.N,Paycom Software Inc,Software & IT Services,11899278559.05,0.115827,10.039,0.02452,17.302037
1621,PYCR.OQ,Paycor HCM Inc,Software & IT Services,3532243638.69,0.040505,2.359,0.00049,11.910582
1622,PCTY.OQ,Paylocity Holding Corp,Software & IT Services,8686070886.42,0.032181,6.86,0.0,13.230568
1623,PAYO.OQ,Payoneer Global Inc,Industrial & Commercial Services,1743916820.58,0.069128,,0.0296,9.712339
1624,PYPL.OQ,PayPal Holdings Inc,Industrial & Commercial Services,65766553664.0,0.0854,6.19,0.53443,9.887384
1625,PSFE.N,Paysafe Ltd,Financial Technology (Fintech) & Infrastructure,837242756.14,0.664291,-28.17,3.07509,18.260648
1626,PBF.N,PBF Energy Inc,Energy - Fossil Fuels,5237540774.68,0.208016,23.53,0.41157,10.280686
1627,PDFS.OQ,PDF Solutions Inc,Technology Equipment,1155494370.6,0.020452,,0.0,12.029248
1628,BTU.N,Peabody Energy Corp,Energy - Fossil Fuels,3120180000.0,0.152096,,0.1033,10.63707
1629,PKST.N,Peakstone Realty Trust,Real Estate,588095147.75,1.02888,,0.88077,
1630,PEB.N,Pebblebrook Hotel Trust,Real Estate,1862958771.06,0.51341,-2.0,0.81102,11.700121
1631,MD.N,Pediatrix Medical Group Inc,Healthcare Services & Equipment,808310071.92,0.399326,5.519,0.73043,8.990458
1632,PEGA.OQ,Pegasystems Inc,Software & IT Services,3982275099.54,0.099175,4.04,4.5368,11.301849
1633,PTON.OQ,Peloton Interactive Inc,Cyclical Consumer Products,2101423319.27,1.297831,-37.06,,21.824175
1634,PENN.OQ,PENN Entertainment Inc,Cyclical Consumer Services,3408504624.48,1.078444,5.169,3.31493,11.356652
1635,PFSI.N,PennyMac Financial Services Inc,Banking & Investment Services,4306595367.52,0.710117,2.67,2.01998,8.913424
1636,PMT.N,PennyMac Mortgage Investment Trust,Real Estate,1266443523.28,1.933159,-0.83,8.00781,10.645147
1637,PAG.N,Penske Automotive Group Inc,Retailers,10026331175.42,0.213171,10.009,1.1134,10.135746
1638,PNR.N,Pentair PLC,Industrial Goods,11698207328.43,0.083854,10.88,0.85569,7.31938
1639,PEN.N,Penumbra Inc,Healthcare Services & Equipment,9972915010.74,0.036352,0.49,0.02682,16.245156
1640,PEBO.OQ,Peoples Bancorp Inc,Banking & Investment Services,1111852020.0,0.108317,1.47,0.76558,9.155052
1641,PEP.OQ,PepsiCo Inc,Food & Beverages,229973494756.47,0.048886,10.21,2.27833,4.552632
1642,PRDO.OQ,Perdoceo Education Corp,Academic & Educational Services,1137057999.06,0.014895,,0.0,9.990135
1643,PFGC.N,Performance Food Group Co,Food & Drug Retailing,10943414321.19,0.172408,4.87,1.07062,7.502412
1644,PRFT.OQ,Perficient Inc,Software & IT Services,2322048583.26,0.131966,15.619,0.96211,14.569456
1645,PRM.N,Perimeter Solutions SA,Chemicals,635582679.68,0.464026,,0.67589,
1646,PERI.OQ,Perion Network Ltd,Software & IT Services,1347681331.2,0.020713,,,11.024915
1647,PR.N,Permian Resources Corp,Energy - Fossil Fuels,10340704702.48,0.170636,8.38,0.72922,12.068088
1648,PRGO.N,Perrigo Company PLC,Pharmaceuticals & Medical Research,4471714137.0,0.160871,2.62,0.8481,9.200963
1649,PETQ.OQ,PetIQ Inc,Pharmaceuticals & Medical Research,539696608.64,0.218815,,2.15761,8.914501
1650,PFE.N,Pfizer Inc,Pharmaceuticals & Medical Research,162052061480.4,0.185365,19.92,0.37455,5.337893
